Temps(s),Température air (°C),Température point de rosée (°C),Nature des précipitations,Vitesse du vent (m/s),Rayonnement global (W/m2),Rayonnement atmosphérique (W/m2)
8341200.00,16.69,4.45,0.00,1.64,671.09,263.91
8344800.00,18.65,5.09,0.00,1.72,766.82,273.73
8348400.00,20.62,5.37,0.00,1.36,811.82,282.45
8352000.00,22.59,4.99,0.00,1.64,798.64,288.82
8355600.00,23.70,3.99,0.00,2.07,724.82,294.55
8359200.00,24.52,2.27,0.00,1.99,606.45,292.27
8362800.00,24.64,2.22,0.00,2.25,443.09,289.45
8366400.00,23.06,5.08,0.00,2.45,179.18,284.27
8370000.00,20.26,7.06,0.00,1.54,77.73,282.27
8373600.00,18.04,7.63,0.00,0.30,5.73,282.55
8377200.00,16.64,7.60,0.00,0.10,0.00,274.91
8380800.00,14.28,7.20,0.00,0.00,0.00,267.91
8384400.00,10.70,6.06,0.00,0.00,0.00,257.09
8388000.00,8.31,5.13,0.00,0.00,0.00,249.00
8391600.00,6.28,3.77,0.00,0.00,0.00,245.09
8395200.00,4.90,2.78,0.00,0.00,0.00,243.18
8398800.00,3.60,1.59,0.00,0.00,0.00,240.45
8402400.00,2.58,0.68,0.00,0.00,0.00,239.09
8406000.00,1.80,-0.08,0.00,0.00,0.00,242.64
8409600.00,1.41,-0.43,0.00,0.00,0.00,243.73
8413200.00,1.28,-0.60,0.00,0.00,10.55,238.18
8416800.00,3.22,1.08,0.00,0.00,138.09,239.36
8420400.00,8.20,3.56,0.00,0.00,369.09,255.82
8424000.00,13.27,4.27,0.00,0.00,498.73,274.91
8427600.00,18.33,5.97,0.00,0.51,653.73,291.36
8431200.00,20.86,6.40,0.00,0.71,717.82,301.55
8434800.00,21.90,4.65,0.00,0.51,574.55,312.00
8438400.00,22.77,5.80,0.00,0.28,476.73,322.27
8442000.00,23.28,5.38,0.00,0.30,503.91,313.18
8445600.00,23.99,4.63,0.00,0.48,480.18,308.45
8449200.00,23.96,3.65,0.00,0.93,339.27,305.55
8452800.00,23.51,3.22,0.00,2.35,232.36,292.64
8456400.00,22.30,3.85,0.00,1.57,72.45,287.82
8460000.00,19.44,5.23,0.00,1.26,1.00,284.27
8463600.00,17.29,6.32,0.00,0.78,0.00,280.64
8467200.00,15.66,6.69,0.00,0.30,0.00,279.18
8470800.00,14.26,6.45,0.36,0.93,0.00,280.00
8474400.00,11.94,5.83,0.00,0.00,0.00,273.82
8478000.00,9.18,5.11,0.00,0.00,0.00,268.73
8481600.00,7.53,4.57,0.00,0.00,0.00,266.18
8485200.00,6.40,3.95,0.00,0.00,0.00,262.55
8488800.00,5.33,3.17,0.00,0.00,0.00,259.82
8492400.00,4.62,2.69,0.00,0.00,0.00,257.64
8496000.00,3.80,1.93,0.00,0.00,0.00,254.36
8499600.00,3.44,1.62,0.00,0.00,7.64,253.36
8503200.00,6.03,3.31,0.00,0.00,146.00,257.09
8506800.00,10.35,5.44,0.00,0.00,336.64,266.09
8510400.00,14.67,6.66,0.00,0.00,500.18,277.27
8514000.00,18.91,7.74,0.00,0.10,633.09,292.00
8517600.00,22.16,8.10,0.00,0.48,730.73,304.45
8521200.00,23.87,6.76,0.00,1.44,776.64,310.91
8524800.00,24.23,6.96,0.00,1.14,595.55,328.73
8528400.00,24.56,7.17,0.00,0.83,478.18,332.27
8532000.00,24.32,7.76,0.00,1.41,257.09,323.27
8535600.00,24.20,8.21,0.00,1.89,230.55,328.09
8539200.00,23.20,9.12,0.00,2.07,97.64,327.27
8542800.00,22.30,9.56,0.00,1.99,54.36,304.18
8546400.00,19.92,9.54,0.00,1.57,0.91,298.00
8550000.00,18.12,9.10,0.00,0.76,0.00,295.18
8553600.00,16.11,8.89,0.00,0.00,0.00,292.36
8557200.00,13.71,8.27,0.00,0.00,0.00,288.09
8560800.00,11.93,7.90,0.00,0.00,0.00,283.45
8564400.00,10.51,7.36,0.00,0.00,0.00,278.82
8568000.00,9.01,6.55,0.00,0.00,0.00,274.27
8571600.00,7.83,5.76,0.00,0.00,0.00,271.64
8575200.00,6.82,4.95,0.00,0.00,0.00,270.09
8578800.00,6.09,4.35,0.00,0.00,0.00,269.09
8582400.00,5.38,3.67,0.00,0.00,0.00,269.73
8586000.00,5.14,3.46,0.00,0.00,6.27,276.82
8589600.00,7.03,5.13,0.00,0.00,125.64,270.18
8593200.00,11.01,7.49,0.00,0.00,319.00,277.73
8596800.00,15.29,8.75,0.00,0.00,482.82,288.73
8600400.00,19.74,9.63,0.00,0.00,591.18,305.73
8604000.00,22.20,9.36,0.00,0.10,605.82,324.82
8607600.00,22.86,8.58,0.00,0.68,534.64,342.45
8611200.00,23.67,8.22,0.00,0.48,673.73,336.64
8614800.00,24.03,8.32,0.00,0.91,452.18,353.64
8618400.00,23.58,8.89,0.00,2.17,374.36,335.91
8622000.00,23.00,9.62,0.00,2.75,285.09,323.00
8625600.00,21.69,9.89,0.00,2.83,146.36,325.18
8629200.00,20.60,9.72,0.00,1.64,59.82,322.18
8632800.00,19.03,9.16,0.00,1.38,2.45,318.59
8636400.00,17.66,8.91,0.00,1.46,0.00,302.36
8640000.00,17.00,8.58,0.00,1.57,0.00,301.82
8643600.00,16.20,8.86,0.00,0.00,0.00,290.18
8647200.00,14.52,8.60,0.00,0.10,0.00,280.00
8650800.00,12.04,8.14,0.00,0.10,0.00,276.82
8654400.00,10.71,7.41,0.00,0.00,0.00,272.36
8658000.00,8.54,6.18,0.00,0.00,0.00,266.73
8661600.00,7.04,5.12,0.00,0.00,0.00,260.00
8665200.00,5.71,3.99,0.00,0.00,0.00,252.73
8668800.00,4.43,2.81,0.00,0.00,0.00,249.00
8672400.00,3.98,2.52,0.00,0.00,6.73,296.36
8676000.00,5.52,4.32,0.00,0.00,97.82,299.91
8679600.00,8.93,7.66,0.00,0.00,335.36,259.00
8683200.00,14.36,8.96,0.00,0.00,505.91,269.09
8686800.00,18.91,8.37,0.00,0.00,636.00,281.64
8690400.00,21.85,4.61,0.00,0.68,730.55,291.18
8694000.00,23.73,2.24,0.00,0.30,781.82,295.36
8697600.00,25.15,1.27,0.00,0.68,775.09,300.64
8701200.00,26.07,0.94,0.00,1.39,697.55,303.64
8704800.00,26.50,0.84,0.00,1.82,561.00,305.09
8708400.00,26.41,0.32,0.00,2.05,421.18,307.45
8712000.00,26.10,-1.10,0.00,1.49,223.36,298.45
8715600.00,24.30,-1.00,0.00,0.56,63.55,293.73
8719200.00,21.04,-0.19,0.09,0.00,0.64,304.73
8722800.00,18.96,4.17,0.27,0.10,0.00,298.64
8726400.00,16.02,4.32,0.00,0.00,0.00,285.73
8730000.00,12.68,4.51,0.00,0.00,0.00,280.27
8733600.00,10.64,4.41,0.00,0.00,0.00,290.09
8737200.00,9.69,4.41,0.00,0.00,0.00,295.82
8740800.00,8.82,4.24,0.00,0.00,0.00,285.27
8744400.00,7.71,4.07,0.00,0.00,0.00,267.27
8748000.00,6.55,3.60,0.00,0.00,0.00,276.82
8751600.00,5.92,3.26,0.00,0.00,0.00,267.18
8755200.00,5.41,2.98,0.00,0.00,0.00,291.91
8758800.00,6.05,3.47,0.00,0.00,7.09,305.18
8762400.00,7.52,4.27,0.00,0.00,73.09,289.64
8766000.00,10.95,5.84,0.00,0.00,221.55,284.91
8769600.00,17.92,7.53,0.00,0.81,438.36,321.55
8773200.00,22.67,6.11,0.00,1.69,419.55,328.55
8776800.00,25.34,4.25,0.00,1.04,576.18,343.00
8780400.00,25.32,3.57,0.00,2.83,320.45,371.27
8784000.00,22.73,6.38,0.00,0.66,87.36,376.82
8787600.00,21.45,8.98,0.00,0.20,95.73,376.91
8791200.00,22.06,9.54,0.00,0.00,163.18,369.91
8794800.00,22.33,10.66,0.00,0.20,115.18,375.00
8798400.00,21.53,13.10,0.00,0.78,66.73,374.36
8802000.00,20.44,13.95,0.00,1.44,33.00,344.36
8805600.00,19.31,13.61,0.00,1.44,0.00,339.73
8809200.00,18.38,14.15,0.00,1.57,0.00,342.36
8812800.00,17.70,14.34,0.00,1.01,0.00,346.27
8816400.00,17.56,14.37,0.09,0.38,0.00,362.55
8820000.00,15.90,13.78,1.00,0.98,0.00,387.09
8823600.00,14.29,12.90,0.18,1.21,0.00,373.91
8827200.00,13.97,12.52,0.00,0.56,0.00,363.64
8830800.00,13.99,12.44,0.00,0.20,0.00,357.82
8834400.00,13.78,12.51,0.09,0.00,0.00,370.64
8838000.00,13.46,12.43,0.91,1.19,0.00,381.55
8841600.00,12.79,11.95,0.73,0.20,0.00,384.27
8845200.00,12.77,11.99,0.73,0.00,0.00,386.00
8848800.00,13.02,12.28,1.00,0.00,0.82,386.91
8852400.00,13.18,12.49,0.91,0.28,9.18,382.36
8856000.00,12.92,12.22,0.73,0.48,20.55,378.36
8859600.00,12.71,12.01,0.36,0.58,16.55,377.18
8863200.00,13.11,12.42,0.09,0.00,58.82,374.27
8866800.00,13.16,12.43,0.64,1.01,13.91,372.64
8870400.00,12.49,11.69,0.45,0.56,272.45,366.45
8874000.00,13.48,12.29,0.00,0.10,249.64,377.09
8877600.00,14.55,11.69,0.00,0.20,148.55,373.55
8881200.00,14.59,12.03,0.18,0.00,86.64,381.00
8884800.00,13.99,12.02,0.36,1.16,5.27,379.27
8888400.00,13.03,11.46,1.00,1.06,0.00,382.91
8892000.00,12.51,11.30,1.00,0.20,0.00,373.73
8895600.00,12.66,11.67,0.55,0.10,0.00,380.82
8899200.00,12.41,11.47,0.00,0.10,0.00,364.82
8902800.00,11.91,11.01,0.00,0.58,0.00,347.45
8906400.00,10.91,9.96,0.00,0.00,0.00,324.36
8910000.00,10.61,9.75,0.18,0.10,0.00,360.91
8913600.00,11.13,10.19,0.55,0.61,0.00,371.73
8917200.00,11.07,9.40,0.00,1.84,0.00,352.45
8920800.00,10.01,7.16,0.00,2.55,0.00,290.09
8924400.00,9.65,7.38,0.00,1.24,0.00,310.64
8928000.00,9.47,6.56,0.00,1.94,0.00,286.27
8931600.00,9.36,6.29,0.00,1.04,1.09,333.27
8935200.00,9.42,6.72,0.09,0.76,42.64,344.09
8938800.00,10.69,7.45,0.09,2.32,223.64,336.73
8942400.00,10.31,8.16,0.36,1.67,277.36,360.36
8946000.00,11.51,7.92,0.00,1.62,238.73,360.09
8949600.00,12.60,7.60,0.00,2.05,362.64,342.00
8953200.00,13.82,7.20,0.00,2.53,513.45,320.73
8956800.00,14.47,7.34,0.09,2.15,428.27,328.73
8960400.00,13.24,7.65,0.00,2.15,284.55,342.82
8964000.00,14.74,7.03,0.00,1.36,413.73,329.55
8967600.00,14.18,7.60,0.18,1.67,245.27,317.18
8971200.00,14.15,7.77,0.00,1.39,173.18,276.09
8974800.00,12.64,8.62,0.00,0.51,34.18,285.09
8978400.00,11.89,8.73,0.00,0.20,0.91,302.91
8982000.00,10.99,8.13,0.00,0.20,0.00,263.09
8985600.00,10.18,7.74,0.00,0.00,0.00,276.45
8989200.00,10.22,8.30,0.00,0.40,0.00,338.91
8992800.00,10.54,8.80,0.36,0.10,0.00,358.45
8996400.00,10.26,8.90,0.00,0.00,0.00,358.73
9000000.00,10.03,8.83,0.00,0.00,0.00,353.18
9003600.00,10.11,8.94,0.00,0.00,0.00,353.00
9007200.00,10.13,8.98,0.00,0.00,0.00,346.91
9010800.00,9.80,8.68,0.00,0.00,0.00,308.09
9014400.00,9.52,8.49,0.00,0.00,0.00,335.55
9018000.00,9.69,8.71,0.18,0.00,1.45,351.18
9021600.00,9.78,8.82,0.45,0.00,20.64,357.64
9025200.00,10.35,9.34,0.18,0.00,127.27,356.00
9028800.00,11.45,9.31,0.00,1.21,222.09,351.82
9032400.00,11.68,8.96,0.27,1.89,240.18,371.64
9036000.00,13.15,8.99,0.00,2.35,465.27,381.55
9039600.00,14.04,8.16,0.00,2.07,418.00,340.09
9043200.00,15.30,7.47,0.00,2.58,394.27,330.27
9046800.00,15.23,8.24,0.18,2.75,353.73,351.55
9050400.00,14.75,9.31,0.09,2.55,370.00,344.45
9054000.00,15.72,8.14,0.00,2.75,388.27,300.55
9057600.00,15.50,7.67,0.00,3.08,205.82,291.00
9061200.00,14.12,7.53,0.00,3.33,42.00,314.09
9064800.00,13.08,8.11,0.09,1.82,0.00,338.91
9068400.00,12.27,7.84,0.00,1.26,0.00,304.09
9072000.00,11.13,7.57,0.00,0.30,0.00,274.64
9075600.00,9.93,7.45,0.00,0.10,0.00,264.55
9079200.00,8.57,6.65,0.00,0.10,0.00,261.55
9082800.00,7.80,6.23,0.00,0.00,0.00,279.73
9086400.00,7.57,6.17,0.00,0.00,0.00,318.27
9090000.00,7.66,6.31,0.00,0.00,0.00,282.27
9093600.00,6.61,5.28,0.00,0.00,0.00,246.73
9097200.00,5.46,4.19,0.00,0.00,0.00,246.73
9100800.00,4.62,3.39,0.00,0.00,0.00,248.00
9104400.00,4.24,3.06,0.00,0.00,4.91,264.91
9108000.00,5.35,4.29,0.00,0.00,51.27,326.00
9111600.00,7.76,6.74,0.00,0.00,170.27,312.36
9115200.00,11.00,8.95,0.00,0.10,280.73,311.82
9118800.00,14.05,7.71,0.00,1.69,607.64,293.45
9122400.00,15.17,6.75,0.00,2.35,592.73,283.91
9126000.00,16.08,5.81,0.00,2.42,744.45,278.73
9129600.00,17.08,5.66,0.00,2.45,760.27,280.00
9133200.00,17.71,5.86,0.00,2.17,712.36,280.09
9136800.00,18.08,6.04,0.00,2.68,576.45,276.36
9140400.00,17.90,6.41,0.00,2.65,409.55,275.64
9144000.00,17.49,6.97,0.00,2.25,195.36,273.27
9147600.00,16.27,7.73,0.00,1.57,29.00,270.73
9151200.00,14.15,7.83,0.00,0.51,0.00,267.36
9154800.00,12.18,7.63,0.00,0.00,0.00,264.27
9158400.00,10.16,7.16,0.00,0.00,0.00,260.36
9162000.00,8.79,6.71,0.00,0.00,0.00,260.09
9165600.00,7.88,6.06,0.00,0.00,0.00,257.64
9169200.00,7.18,5.57,0.00,0.00,0.00,256.18
9172800.00,6.42,4.91,0.00,0.00,0.00,255.64
9176400.00,6.25,4.87,0.00,0.00,0.00,253.82
9180000.00,5.87,4.54,0.00,0.00,0.00,251.64
9183600.00,5.07,3.77,0.00,0.00,0.00,249.82
9187200.00,4.40,3.12,0.00,0.00,0.00,246.64
9190800.00,3.88,2.64,0.00,0.00,4.00,246.73
9194400.00,5.26,4.12,0.00,0.00,121.18,248.27
9198000.00,8.37,6.90,0.00,0.00,332.27,254.82
9201600.00,12.14,8.20,0.00,0.00,489.27,263.09
9205200.00,16.55,7.56,0.00,0.10,622.64,276.82
9208800.00,18.98,8.36,0.00,0.71,716.55,285.27
9212400.00,20.82,8.41,0.00,1.29,761.64,291.91
9216000.00,22.45,8.71,0.00,1.46,750.73,297.82
9219600.00,23.35,7.72,0.00,1.87,678.36,298.18
9223200.00,23.58,6.42,0.36,1.87,551.09,296.64
9226800.00,22.97,7.47,0.18,1.62,302.82,299.27
9230400.00,21.70,8.13,0.00,0.98,113.55,312.91
9234000.00,20.15,10.23,0.00,0.20,30.36,321.82
9237600.00,18.05,10.86,0.00,0.00,0.00,300.00
9241200.00,16.19,10.69,0.00,0.10,0.00,291.73
9244800.00,13.96,10.41,0.00,0.10,0.00,284.00
9248400.00,11.90,9.58,0.00,0.00,0.00,279.00
9252000.00,10.59,8.78,0.00,0.00,0.00,284.55
9255600.00,9.61,8.02,0.00,0.00,0.00,274.55
9259200.00,8.73,7.29,0.00,0.00,0.00,275.36
9262800.00,8.15,6.78,0.00,0.00,0.00,277.64
9266400.00,7.53,6.22,0.00,0.00,0.00,270.27
9270000.00,6.92,5.66,0.00,0.00,0.00,289.36
9273600.00,6.69,5.55,0.00,0.00,0.00,313.73
9277200.00,6.73,5.70,0.00,0.00,2.73,310.91
9280800.00,6.86,5.92,0.00,0.00,50.09,314.55
9284400.00,8.88,8.08,0.00,0.00,289.73,280.55
9288000.00,13.32,11.50,0.00,0.10,472.73,279.18
9291600.00,17.53,10.86,0.00,0.40,611.45,293.36
9295200.00,19.93,11.76,0.00,0.30,700.45,302.36
9298800.00,21.48,10.87,0.00,1.29,551.55,338.18
9302400.00,22.03,9.19,0.00,2.75,596.91,317.64
9306000.00,22.29,9.31,0.00,3.03,688.64,305.82
9309600.00,21.92,9.69,0.00,3.26,519.09,309.18
9313200.00,19.00,11.60,0.00,3.18,234.73,326.36
9316800.00,15.98,12.08,0.73,1.14,35.82,380.91
9320400.00,14.64,12.63,0.55,0.20,17.55,392.00
9324000.00,14.29,12.61,0.27,0.38,0.00,387.18
9327600.00,14.20,12.34,0.00,2.17,0.00,376.45
9331200.00,13.21,11.26,0.00,2.65,0.00,368.18
9334800.00,12.75,10.30,0.00,1.89,0.00,355.73
9338400.00,12.46,9.62,0.00,1.41,0.00,324.00
9342000.00,11.94,9.09,0.00,1.21,0.00,266.09
9345600.00,11.53,8.60,0.00,1.74,0.00,252.82
9349200.00,11.09,8.32,0.00,1.14,0.00,253.64
9352800.00,10.55,7.72,0.00,0.51,0.00,245.45
9356400.00,9.64,7.37,0.00,0.00,0.00,271.45
9360000.00,9.98,7.54,0.00,1.24,0.00,286.64
9363600.00,10.30,7.34,0.00,2.25,3.64,287.64
9367200.00,10.56,7.46,0.00,2.05,66.91,310.64
9370800.00,10.51,7.30,0.00,2.32,120.36,336.09
9374400.00,11.35,6.74,0.00,2.80,396.18,277.73
9378000.00,12.27,6.66,0.00,2.95,524.18,292.55
9381600.00,13.00,5.96,0.00,2.55,706.09,277.45
9385200.00,14.03,4.92,0.00,2.75,772.27,268.82
9388800.00,14.50,4.16,0.00,3.08,729.18,264.45
9392400.00,14.89,4.68,0.00,3.21,647.00,266.36
9396000.00,15.21,5.23,0.00,3.26,558.55,262.55
9399600.00,14.88,5.22,0.00,3.66,401.27,261.27
9403200.00,14.37,4.96,0.00,2.90,181.09,257.27
9406800.00,13.26,5.27,0.00,2.20,32.82,256.91
9410400.00,11.50,5.29,0.00,0.48,0.00,249.73
9414000.00,10.40,5.22,0.00,0.61,0.00,249.00
9417600.00,9.78,5.23,0.00,0.91,0.00,246.27
9421200.00,8.98,5.18,0.00,0.88,0.00,244.64
9424800.00,8.35,5.09,0.00,0.40,0.00,246.09
9428400.00,8.02,5.02,0.00,0.20,0.00,248.18
9432000.00,7.58,4.78,0.00,0.51,0.00,247.73
9435600.00,7.54,4.50,0.00,0.10,0.00,247.73
9439200.00,6.53,3.96,0.00,0.00,0.00,247.73
9442800.00,6.96,4.16,0.00,0.00,0.00,251.00
9446400.00,6.34,3.49,0.00,0.00,0.00,249.45
9450000.00,4.78,2.68,0.00,0.00,0.82,248.45
9453600.00,5.82,3.73,0.00,0.00,107.27,251.27
9457200.00,10.09,5.53,0.00,0.63,291.64,262.36
9460800.00,12.82,5.70,0.00,1.97,526.18,284.64
9464400.00,14.36,4.77,0.00,2.73,534.55,300.82
9468000.00,14.90,5.26,0.00,1.49,490.36,292.00
9471600.00,16.18,5.51,0.00,1.97,626.45,306.73
9475200.00,17.01,4.20,0.00,1.87,594.00,301.82
9478800.00,17.86,2.79,0.00,1.64,530.73,293.82
9482400.00,19.30,3.40,0.00,1.72,596.18,297.73
9486000.00,19.51,4.75,0.00,1.06,292.27,292.45
9489600.00,19.49,6.64,0.00,0.71,157.91,287.18
9493200.00,18.15,7.01,0.00,0.30,26.18,283.82
9496800.00,14.69,7.94,0.00,0.00,0.00,280.64
9500400.00,11.90,7.78,0.00,0.00,0.00,274.91
9504000.00,10.07,7.29,0.00,0.00,0.00,267.64
9507600.00,8.48,6.40,0.00,0.00,0.00,257.64
9511200.00,7.17,5.42,0.00,0.00,0.00,248.73
9514800.00,5.90,4.31,0.00,0.00,0.00,243.45
9518400.00,4.79,3.31,0.00,0.00,0.00,254.00
9522000.00,4.28,2.91,0.00,0.00,0.00,269.36
9525600.00,3.81,2.55,0.00,0.00,0.00,277.64
9529200.00,4.13,2.98,0.00,0.00,0.00,322.91
9532800.00,4.69,3.63,0.27,0.00,0.00,329.45
9536400.00,4.85,3.85,0.27,0.00,1.45,331.82
9540000.00,5.50,4.56,0.00,0.00,49.91,333.45
9543600.00,6.14,5.24,0.00,0.00,128.00,338.45
9547200.00,7.40,6.58,0.00,0.00,283.27,321.09
9550800.00,11.02,9.96,0.00,0.00,588.91,270.00
9554400.00,16.93,10.32,0.00,0.00,696.73,282.00
9558000.00,20.23,8.49,0.00,0.00,733.64,291.45
9561600.00,21.88,8.92,0.00,0.96,714.55,300.09
9565200.00,22.88,9.50,0.00,0.78,649.45,304.55
9568800.00,23.24,8.82,0.00,0.76,538.00,303.73
9572400.00,23.14,7.80,0.00,1.57,372.82,302.18
9576000.00,21.97,8.31,0.00,1.21,148.00,296.73
9579600.00,19.94,7.88,0.00,2.15,25.27,286.36
9583200.00,17.57,7.59,0.00,1.09,0.00,280.64
9586800.00,14.59,8.21,0.00,0.00,0.00,308.91
9590400.00,13.03,8.55,0.00,0.00,0.00,323.09
9594000.00,12.47,8.62,0.00,0.00,0.00,322.55
9597600.00,12.26,8.67,0.00,0.00,0.00,336.09
9601200.00,12.60,8.87,0.00,0.00,0.00,344.91
9604800.00,13.24,8.71,0.00,0.00,0.00,337.73
9608400.00,13.05,8.68,0.00,0.00,0.00,345.64
9612000.00,12.68,8.50,0.00,0.00,0.00,332.64
9615600.00,12.45,8.23,0.00,0.00,0.00,332.45
9619200.00,12.00,8.17,0.00,0.00,0.00,326.36
9622800.00,10.91,8.19,0.00,0.00,1.36,303.82
9626400.00,10.92,8.50,0.00,0.00,59.82,321.18
9630000.00,12.84,8.33,0.00,0.00,110.45,352.73
9633600.00,14.46,8.42,0.00,0.00,258.64,338.09
9637200.00,15.75,9.21,0.00,0.61,326.91,355.00
9640800.00,16.00,9.91,0.00,0.81,163.09,367.09
9644400.00,16.20,11.22,0.00,1.39,178.36,373.82
9648000.00,16.13,11.48,0.00,1.87,230.64,370.55
9651600.00,15.69,11.56,0.00,1.79,184.82,370.36
9655200.00,14.95,11.81,0.27,0.98,90.27,372.09
9658800.00,14.35,12.04,0.18,0.20,47.73,373.18
9662400.00,14.13,12.16,0.18,0.68,49.45,369.45
9666000.00,13.63,12.04,0.09,0.40,6.27,369.18
9669600.00,13.38,11.92,0.18,0.51,0.00,369.82
9673200.00,13.15,11.87,0.00,0.00,0.00,373.82
9676800.00,13.08,11.88,0.00,0.00,0.00,370.73
9680400.00,13.02,11.82,0.00,0.00,0.00,367.64
9684000.00,13.03,11.86,0.00,0.00,0.00,367.36
9687600.00,12.75,11.57,0.00,0.30,0.00,367.00
9691200.00,11.88,10.55,0.00,0.10,0.00,362.55
9694800.00,11.77,10.53,0.00,0.00,0.00,362.09
9698400.00,10.78,9.48,0.00,1.36,0.00,361.55
9702000.00,9.69,8.14,0.00,1.57,0.00,356.36
9705600.00,9.25,7.30,0.00,0.98,0.00,303.09
9709200.00,9.15,7.01,0.00,0.30,0.00,319.09
9712800.00,9.66,7.23,0.00,0.30,37.09,343.55
9716400.00,10.61,7.64,0.00,1.24,190.18,316.09
9720000.00,11.88,7.84,0.00,1.64,453.18,287.27
9723600.00,12.66,7.54,0.00,1.41,338.91,314.55
9727200.00,13.33,7.53,0.00,1.89,459.64,302.18
9730800.00,14.53,7.52,0.00,1.39,694.45,298.91
9734400.00,15.66,7.07,0.00,1.46,733.18,276.36
9738000.00,16.33,6.67,0.00,1.99,642.64,278.64
9741600.00,16.56,6.62,0.00,2.45,552.27,274.18
9745200.00,15.05,6.59,0.00,2.65,241.91,270.64
9748800.00,13.83,5.93,0.00,2.45,99.73,297.91
9752400.00,12.65,5.38,0.00,1.44,16.36,298.91
9756000.00,11.63,4.84,0.00,1.24,0.00,290.45
9759600.00,11.10,5.22,0.00,1.57,0.00,276.64
9763200.00,10.48,5.30,0.00,2.17,0.00,262.45
9766800.00,9.70,5.03,0.00,1.39,0.00,254.73
9770400.00,8.98,4.84,0.00,0.40,0.00,249.73
9774000.00,8.51,4.66,0.00,0.88,0.00,251.36
9777600.00,8.24,4.45,0.00,1.14,0.00,252.45
9781200.00,6.82,3.90,0.00,0.00,0.00,253.18
9784800.00,6.02,3.67,0.00,0.00,0.00,259.55
9788400.00,5.92,3.78,0.00,0.10,0.00,275.36
9792000.00,5.60,3.65,0.00,0.30,0.00,271.45
9795600.00,5.26,3.50,0.00,0.00,0.27,276.18
9799200.00,5.68,4.05,0.00,0.10,27.64,283.45
9802800.00,7.25,5.23,0.00,1.62,142.36,299.55
9806400.00,8.94,5.39,0.00,1.89,385.09,301.18
9810000.00,9.74,5.12,0.00,1.99,313.91,308.73
9813600.00,10.78,5.34,0.00,2.42,486.73,290.00
9817200.00,11.54,4.84,0.00,2.80,631.64,282.00
9820800.00,12.35,4.71,0.00,2.15,510.91,290.09
9824400.00,13.02,4.37,0.00,2.35,583.64,280.09
9828000.00,12.90,3.88,0.00,2.75,415.73,263.45
9831600.00,12.58,3.47,0.00,2.55,251.73,272.73
9835200.00,12.22,2.61,0.00,3.01,151.91,266.27
9838800.00,11.23,1.98,0.00,2.65,27.09,263.45
9842400.00,9.13,1.71,0.00,1.46,0.00,232.91
9846000.00,7.29,1.79,0.00,0.20,0.00,234.27
9849600.00,6.97,2.22,0.00,0.30,0.00,281.45
9853200.00,7.67,2.60,0.00,1.57,0.00,259.45
9856800.00,6.93,2.14,0.00,1.49,0.00,233.55
9860400.00,5.67,1.52,0.00,1.34,0.00,223.82
9864000.00,4.14,0.66,0.00,0.71,0.00,220.55
9867600.00,3.06,0.10,0.00,0.10,0.00,217.36
9871200.00,1.56,-0.92,0.00,0.00,0.00,214.27
9874800.00,0.14,-1.92,0.00,0.00,0.00,212.82
9878400.00,-0.68,-2.49,0.00,0.00,0.00,211.27
9882000.00,-1.18,-2.85,0.00,0.00,1.45,210.45
9885600.00,1.00,-0.77,0.00,0.20,97.82,214.00
9889200.00,5.82,1.36,0.00,1.21,298.09,223.09
9892800.00,7.98,1.48,0.00,2.45,468.64,231.45
9896400.00,9.28,1.53,0.00,2.73,603.09,237.09
9900000.00,10.66,1.40,0.00,2.25,707.64,241.09
9903600.00,12.37,1.70,0.00,2.15,748.73,247.55
9907200.00,13.89,1.31,0.00,2.25,735.55,250.45
9910800.00,14.96,1.12,0.00,2.15,663.55,251.64
9914400.00,15.54,2.00,0.00,2.15,538.00,252.36
9918000.00,15.74,2.57,0.00,1.97,367.91,247.82
9921600.00,15.15,3.78,0.00,1.74,160.18,245.00
9925200.00,13.53,4.20,0.00,0.88,12.91,242.18
9928800.00,10.73,4.15,0.00,0.61,0.00,239.27
9932400.00,9.29,3.47,0.00,1.01,0.00,237.73
9936000.00,7.97,2.77,0.00,0.10,0.00,234.55
9939600.00,5.02,1.81,0.00,0.00,0.00,229.73
9943200.00,3.00,0.71,0.00,0.00,0.00,225.00
9946800.00,1.47,-0.49,0.00,0.00,0.00,221.82
9950400.00,0.43,-1.35,0.00,0.00,0.00,220.45
9954000.00,-0.38,-2.04,0.00,0.00,0.00,222.73
9957600.00,-0.84,-2.34,0.00,0.00,0.00,246.27
9961200.00,-1.01,-2.38,0.00,0.00,0.00,269.27
9964800.00,-1.33,-2.60,0.00,0.00,0.00,255.64
9968400.00,-1.54,-2.74,0.00,0.00,1.18,277.00
9972000.00,-1.37,-2.51,0.00,0.00,49.00,281.36
9975600.00,0.08,-0.98,0.00,0.00,203.64,263.82
9979200.00,4.25,3.19,0.00,0.00,468.91,232.91
9982800.00,10.17,5.26,0.00,0.00,605.91,240.09
9986400.00,15.62,3.54,0.00,0.68,698.64,254.59
9990000.00,18.36,1.92,0.00,1.21,742.36,263.36
9993600.00,20.23,1.51,0.00,1.14,728.91,266.27
9997200.00,21.06,1.37,0.00,1.67,651.91,268.82
10000800.00,21.02,1.35,0.00,2.15,528.73,266.55
10004400.00,20.94,1.59,0.00,1.94,361.45,262.00
